AccSpeciesName,count,AccSpeciesID,Genus,SpeciesEpithet,Family,PlantGrowthForm,LeafType,LeafPhenology,PhotosyntheticPathway,param_count_before,param_count_after,PFT
Solanum linnaeanum,19,50732,Solanum,linnaeanum,Solanaceae,shrub,broadleaved,evergreen,C3,1,4,ESH
Solanum nigrum,16,50755,Solanum,nigrum,Solanaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Stellaria media,58,51634,Stellaria,media,Caryophyllaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Strychnos lucens,2,52125,Strychnos,lucens,Loganiaceae,shrub,broadleaved,evergreen,,2,3,ESH
Strychnos panganensis,2,52138,Strychnos,panganensis,Loganiaceae,shrub,broadleaved,evergreen,,1,3,ESH
Stylosanthes fruticosa,2,52201,Stylosanthes,fruticosa,Fabaceae,herb/shrub,broadleaved,evergreen,C3,3,4,ESH
Syncarpha vestita,2,52622,Syncarpha,vestita,Asteraceae,herb,broadleaved,evergreen,,2,3,ESH
Synsepalum subcordatum,22,52651,Synsepalum,subcordatum,Sapotaceae,shrub,broadleaved,evergreen,,0,3,ESH
Tetracera alnifolia,3,53820,Tetracera,alnifolia,Dilleniaceae,shrub,broadleaved,evergreen,,2,3,ESH
Thamnochortus cinereus,10,54012,Thamnochortus,cinereus,Restionaceae,herb,broadleaved,evergreen,,2,3,ESH
Thecacoris spathulifolia,2,54033,Thecacoris,spathulifolia,Euphorbiaceae,shrub,broadleaved,evergreen,,2,3,ESH
Thunbergia alata,39,54213,Thunbergia,alata,Acanthaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Toddalia asiatica,5,54436,Toddalia,asiatica,Rutaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Tribulus terrestris,2,54718,Tribulus,terrestris,Zygophyllaceae,herb,broadleaved,evergreen,C4,3,4,ESH
Triclisia patens,2,72079,Triclisia,patens,Menispermaceae,shrub,broadleaved,evergreen,,0,3,ESH
Tridax procumbens,56,54904,Tridax,procumbens,Asteraceae,herb,broadleaved,evergreen,C3,4,4,ESH
Triumfetta rhomboidea,38,55263,Triumfetta,rhomboidea,Tiliaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Urera hypselodendron,6,55550,Urera,hypselodendron,Urticaceae,shrub,broadleaved,evergreen,C3,2,4,ESH
Uvaria acuminata,2,55650,Uvaria,acuminata,Annonaceae,shrub,broadleaved,evergreen,,2,3,ESH
Uvaria chamae,1,55654,Uvaria,chamae,Annonaceae,shrub,broadleaved,evergreen,,3,3,ESH
Uvaria schweinfurthii,2,72192,Uvaria,schweinfurthii,Annonaceae,shrub,broadleaved,evergreen,,2,3,ESH
Uvariopsis congolana,2,55673,Uvariopsis,congolana,Annonaceae,shrub,broadleaved,evergreen,,1,3,ESH
Vepris nobilis,3,72220,Vepris,nobilis,Rutaceae,shrub,broadleaved,evergreen,,0,3,ESH
Vepris uguenensis,1,55959,Vepris,uguenensis,Rutaceae,shrub,broadleaved,evergreen,C3,2,4,ESH
Vernonia brachycalyx,2,56088,Vernonia,brachycalyx,Asteraceae,shrub,broadleaved,evergreen,,2,3,ESH
Vernonia zanzibarensis,2,56223,Vernonia,zanzibarensis,Asteraceae,shrub,broadleaved,evergreen,,1,3,ESH
Whitfieldia elongata,2,57013,Whitfieldia,elongata,Acanthaceae,shrub,broadleaved,evergreen,C3,3,4,ESH
Xylotheca kraussiana,1,57318,Xylotheca,kraussiana,Flacourtiaceae,shrub,broadleaved,evergreen,,2,3,ESH
Zantedeschia aethiopica,11,57384,Zantedeschia,aethiopica,Araceae,herb,broadleaved,evergreen,C3,3,4,ESH
Zehneria minutiflora,2,57453,Zehneria,minutiflora,Cucurbitaceae,herb,broadleaved,evergreen,,2,3,ESH
Herniaria fontanesii,391,NA,Herniaria,fontanesii,Caryophyllaceae,shrub,broadleaved,evergreen,,0,3,ESH
Atractylis serratuloides,223,NA,Atractylis,serratuloides,Asteraceae,shrub,broadleaved,evergreen,,0,3,ESH
Ruschia putterillii,146,NA,Ruschia,putterillii,Aizoaceae,shrub,broadleaved,evergreen,,0,3,ESH
Erica sp,123,NA,Erica,,Ericaceae,shrub,needleleaved,evergreen,,0,3,ESH
Caroxylon dendroides,114,NA,Caroxylon,dendroides,Amaranthaceae,shrub,needleleaved,evergreen,,0,3,ESH
Protea grandiceps,95,NA,Protea,grandiceps,Proteacea,shrub,broadleaved,evergreen,,0,3,ESH
Delosperma lavisiae,82,NA,Delosperma,lavisiae,Aizoaceae,shrub,broadleaved,evergreen,,0,3,ESH
Filago desertorum,80,NA,Filago,desertorum,Asteraceae,shrub,broadleaved,evergreen,,0,3,ESH
Salvia rosmarinus,79,NA,Salvia,rosmarinus,Lamiaceae,shrub,needleleaved,evergreen,,0,3,ESH
Caroxylon gemmascens,77,NA,Caroxylon,gemmascens,Amaranthaceae,shrub,needleleaved,evergreen,,0,3,ESH
Salsola verticillata,77,NA,Salsola,verticillata,Amaranthaceae,shrub,needleleaved,evergreen,,0,3,ESH
Helichrysum forskahlii,76,NA,Helichrysum,forskaolii,Asteraceae,shrub,broadleaved,evergreen,,0,3,ESH
Psychotria petiginosa,64,NA,Psychotria,petiginosa,Rubiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Limonium echioides,63,NA,Limonium,echoides,Plumbaginaceae,shrub,broadleaved,evergreen,,0,3,ESH
Peperomia fernandopoiana,62,NA,Peperomia,fernandopoiana,Piperaceae,shrub,broadleaved,evergreen,,0,3,ESH
Alchemilla argyrophylla,60,NA,Alchemilla,argyrophylla,Rosaceae,shrub,broadleaved,evergreen,,0,3,ESH
Euryops dacrydioides,60,NA,Euryops,dacrydioides,Asteraceae,shrub,needleleaved,evergreen,,0,3,ESH
Helichrysum citrispinum,60,NA,Helichrysum,citrispinum,Asteraceae,shrub,broadleaved,evergreen,,0,3,ESH
Isoglossa laxa,60,NA,Isoglossa,laxa,Acanthaceae,shrub,broadleaved,evergreen,,0,3,ESH
Pelargonium sp,60,NA,Pelargonium,,Geraniaceae,shrub,broadleaved,evergreen,,0,3,ESH
Plectranthus alboviolaceus,60,NA,Plectranthus,alboviolaceus,Lamiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Searsia natalensis,60,NA,Searsia,natalensis,Anacardiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Parochetus communis,59,NA,Parochetus,communis,Fabaceae,shrub,broadleaved,evergreen,,0,3,ESH
Plectranthus sp,59,NA,Plectranthus,,Lamiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Plectranthus sylvestris,59,NA,Plectranthus,sylvestris,Lamiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Mimulopsis kilimandscharica,58,NA,Mimulopsis,kilimandscharica,Acanthaceae,shrub,broadleaved,evergreen,,0,3,ESH
Allophylus ferrugineus,57,NA,Allophylus,ferrugineus,Sapindaceae,shrub,broadleaved,evergreen,,0,3,ESH
Erica trimera,56,NA,Erica,trimera,Ericaceae,shrub,needleleaved,evergreen,,0,3,ESH
Ruellia prostrata,56,NA,Ruellia,prostrata,Acanthaceae,shrub,broadleaved,evergreen,,0,3,ESH
Paronychia arabica,53,NA,Paronychia,,Caryophyllaceae,shrub,broadleaved,evergreen,,0,3,ESH
Phylica sp,43,NA,Phylica,,Rhamnaceae,shrub,broadleaved,evergreen,,0,3,ESH
Clinopodium abyssinicum,42,NA,Clinopodium,abyssinicum,Lamiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Osteospermum moniliferum,41,NA,Osteospermum,moniliferum,Asteraceae,shrub,broadleaved,evergreen,,0,3,ESH
Commelina foliacea,40,NA,Commelina,foliacea,Commelinaceae,shrub,broadleaved,evergreen,,0,3,ESH
Dyschoriste hildebrandtii,40,NA,Dyschoriste,hildebrandtii,Acanthaceae,shrub,broadleaved,evergreen,,0,3,ESH
Peperomia sp,40,NA,Peperomia,,Piperaceae,shrub,broadleaved,evergreen,,0,3,ESH
Bremeria erectiloba,38,NA,Bremeria,erectiloba,Rubiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Erica rossii,38,NA,Erica,rossii,Ericaceae,shrub,needleleaved,evergreen,,0,3,ESH
Persicaria capitata,38,NA,Persicaria,capitata,Polygonaceae,shrub,broadleaved,evergreen,,0,3,ESH
Petchia erythrocarpa,38,NA,Petchia,erythrocarpa,Apocynaceae,shrub,broadleaved,evergreen,,0,3,ESH
Asystasia mysorensis,32,NA,Asystasia,mysorensis,Acanthaceae,shrub,broadleaved,evergreen,,0,3,ESH
Erythroxylum sphaeranthum,32,NA,Erythroxylum,sphaeranthum,Erythroxylaceae,shrub,broadleaved,evergreen,,0,3,ESH
Galium aparinoides,32,NA,Galium,aparinoides,Rubiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Pittosporum verticillatum,32,NA,Pittosporum,verticillatum,Pittosporaceae,shrub,broadleaved,evergreen,,0,3,ESH
Senecio johnstonei,29,NA,Senecio,johnstonei,Asteraceae,shrub,broadleaved,evergreen,,0,3,ESH
Ambavia capuronii,28,NA,Ambavia,capuronii,Annonaceae,shrub,broadleaved,evergreen,,0,3,ESH
Ruellia sp,25,NA,Ruellia,,Acanthaceae,shrub,broadleaved,evergreen,,0,3,ESH
Peddiea fischeri,24,NA,Peddiea,fischeri,Thymelaeaceae,shrub,broadleaved,evergreen,,0,3,ESH
Coddia rudis,23,NA,Coddia,rudis,Rubiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Cullumia bisulca,20,NA,Cullumia,bisulca,Asteraceae,shrub,broadleaved,evergreen,,0,3,ESH
Empleurum unicapsularis,20,NA,Empleurum,unicapsularis,Rutaceae,shrub,needleleaved,evergreen,,0,3,ESH
Helichrysum dasyanthum,20,NA,Helichrysum,dasyanthum,Asteraceae,shrub,broadleaved,evergreen,,0,3,ESH
Lauridia tetragona,20,NA,Lauridia,tetragona,Celastraceae,shrub,broadleaved,evergreen,,0,3,ESH
Mimetes sp,20,NA,Mimetes,,Proteaceae,shrub,broadleaved,evergreen,,0,3,ESH
Struthiola sp,20,NA,Struthiola,,Thymelaeaceae,shrub,needleleaved,evergreen,,0,3,ESH
Sparrmannia africana,19,NA,Sparrmannia,africana,Malvaceae,shrub,broadleaved,evergreen,,0,3,ESH
Thesium commutatum,19,NA,Thesium,commutatum,Santalaceae,shrub,needleleaved,evergreen,,0,3,ESH
Leucospermum bolusii,17,NA,Leucospermum,bolusii,Proteaceae,shrub,broadleaved,evergreen,,0,3,ESH
Crassula moschata,14,NA,Crassula,moschata,Crassulaceae,shrub,broadleaved,evergreen,,0,3,ESH
Passerina corymbosa,14,NA,Passerina,corymbosa,Thymelaeaceae,shrub,needleleaved,evergreen,,0,3,ESH
Caesalpinia stellata,13,NA,Caesalpinia,stellata,Fabaceae,shrub,broadleaved,evergreen,,0,3,ESH
Cynorkis pleistadenia,12,NA,Cynorkis,pleistadenia,Orchidaceae,shrub,broadleaved,evergreen,,0,3,ESH
Geranium kilimandscharicum,12,NA,Geranium,kilimandscharicum,Geraniaceae,shrub,broadleaved,evergreen,,0,3,ESH
Crassula sp,11,NA,Crassula,,Crassulaceae,shrub,broadleaved,evergreen,,0,3,ESH
Agathosma abrupta,10,NA,Agathosma,abrupta,Rutaceae,shrub,broadleaved,evergreen,,0,3,ESH
Aspalathus abietina,10,NA,Aspalathus,abietina,Fabaceae,shrub,needleleaved,evergreen,,0,3,ESH
Brunia sp,10,NA,Brunia,,Bruniales,shrub,needleleaved,evergreen,,0,3,ESH
Erica coccinea,10,NA,Erica,coccinea,Ericaceae,shrub,needleleaved,evergreen,,0,3,ESH
Erica irregularis,10,NA,Erica,irregularis,Ericaceae,shrub,needleleaved,evergreen,,0,3,ESH
Metalasia densa,10,NA,Metalasia,densa,Asteraceae,shrub,broadleaved,evergreen,,0,3,ESH
Muraltia heisteria,10,NA,Muraltia,heisteria,Polygalaceae,shrub,needleleaved,evergreen,,0,3,ESH
Maytenus nemorosa,9,NA,Maytenus,nemorosa,Celastraceae,shrub,broadleaved,evergreen,,0,3,ESH
Notobuxus macowanii,9,NA,Notobuxus,macowanii,Buxaceae,shrub,broadleaved,evergreen,,0,3,ESH
Seriphium plumosum,9,NA,Seriphium,plumosum,Asteraceae,shrub,needleleaved,evergreen,,0,3,ESH
Motandra paniculata,8,NA,Motandra,paniculata,Apocynaceae,shrub,broadleaved,evergreen,,0,3,ESH
Pelargonium myrrhifolium var. coriandrifolium,8,NA,Pelargonium,myrrhifolium,Geraniaceae,shrub,broadleaved,evergreen,,0,3,ESH
Rinorea oblongifolia,8,NA,Rinorea,oblongifolia,Violaceae,shrub,broadleaved,evergreen,,0,3,ESH
Pelargonium melkboom,7,NA,Pelargonium,melkboom,Geraniaceae,shrub,broadleaved,evergreen,,0,3,ESH
Spatalla parilis,7,NA,Spatalla,parilis,Proteaceae,shrub,needleleaved,evergreen,,0,3,ESH
Azorella selago,6,NA,Azorella,selago,Apiaceae,shrub,needleleaved,evergreen,,0,3,ESH
Haumaniana danckelmaniana,6,NA,Haumaniana,denckelmaniana,Marantaceae,shrub,broadleaved,evergreen,,0,3,ESH
Leptinella plumosa,6,NA,Leptinella,plumosa,Asteraceae,shrub,broadleaved,evergreen,,0,3,ESH
Muraltia satureioides,6,NA,Muraltia,satureioides,Polygalaceae,shrub,broadleaved,evergreen,,0,3,ESH
Pelargonium alchemoides,6,NA,Pelargonium,alchemoides,Geraniaceae,shrub,broadleaved,evergreen,,0,3,ESH
Schotia capitata,6,NA,Schotia,capitata,Fabaceae,shrub,broadleaved,evergreen,,0,3,ESH
Justicia flava,4,NA,Justicia,flava,Acanthaceae,shrub,broadleaved,evergreen,,0,3,ESH
Leptadenia lancifolia,4,NA,Leptadenia,4lancifolia,Apocynaceae,shrub,broadleaved,evergreen,,0,3,ESH
Pelargonium antidysentericum subsp. inerme,4,NA,Pelargonium,antidysentericum,Geraniaceae,shrub,broadleaved,evergreen,,0,3,ESH
Pristimera goetzei,4,NA,Pristimera,goetzei,Celastraceae,shrub,broadleaved,evergreen,,0,3,ESH
Berzelia albiflora,3,NA,Berzelia,albiflora,Bruniaceae,shrub,needleleaved,evergreen,,0,3,ESH
Canthium spinosum,3,NA,Canthium,spinosum,Rubiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Catunaregam taylorii,3,NA,Catunaregam,taylorii,Rubiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Erica pannosa,3,NA,Erica,pannosa,Ericaceae,shrub,needleleaved,evergreen,,0,3,ESH
Leucospermum tomentosum,3,NA,Leucospermum,tomentosum,Proteaceae,shrub,broadleaved,evergreen,,0,3,ESH
Monanthotaxis obovata,3,NA,Monanthotaxis,obovata,Annonaceae,shrub,broadleaved,evergreen,,0,3,ESH
Passerina truncata,3,NA,Passerina,truncata,Thymelaeaceae,shrub,needleleaved,evergreen,,0,3,ESH
Ruschia robusta,3,NA,Ruschia,robusta,Aizoaceae,shrub,needleleaved,evergreen,,0,3,ESH
Afrocanthium pseudoverticillatum,2,NA,Afrocanthium,pseodoverticillatum,Rubiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Aidia acuminata,2,NA,Aidia,acuminata,Rubiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Ancylobothrys petersiana,2,NA,Ancylobothrys,petersiana,Apocynaceae,shrub,broadleaved,evergreen,,0,3,ESH
Bauhinia petersiana subsp. macrantha,2,NA,Bauhinia,petersiana,Fabaceae,shrub,broadleaved,evergreen,,0,3,ESH
Capparis erythrocarpos var. rosea,2,NA,Capparis,erythrocarpos,Capparaceae,shrub,broadleaved,evergreen,,0,3,ESH
Carissa haematocarpa,2,NA,Carissa,haematocarpa,Apocynaceae,shrub,broadleaved,evergreen,,0,3,ESH
Empogona ovalifolia,2,NA,Empogona,ovalifolia,Rubiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Eumachia abrupta,2,NA,Eumachia,abrupta,Rubiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Gardenia cornuta,2,NA,Gardenia,cornuta,Rubiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Gomphia scheffleri subsp. schusteri,2,NA,Gomphia,scheffleri,Ochnaceae,shrub,broadleaved,evergreen,,0,3,ESH
Gymnanthemum auriculiferum,2,NA,Gymnanthemum,auriculiferum,Asteraceae,shrub,broadleaved,evergreen,,0,3,ESH
Gymnanthes inopinata,2,NA,Gymnanthes,inopinata,Euphorbiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Gymnosporia harveyana,2,NA,Gymnosporia,harveyana,Celastraceae,shrub,broadleaved,evergreen,,0,3,ESH
Gymnosporia mosabicensis,2,NA,Gymnosporia,mosabicensis,Celastraceae,shrub,broadleaved,evergreen,,0,3,ESH
Gymnosporia pyracantha,2,NA,Gymnosporia,pyracantha,Celastraceae,shrub,broadleaved,evergreen,,0,3,ESH
Helichrysum felinum,2,NA,Helichrysum,felinum,Asteraceae,shrub,broadleaved,evergreen,,0,3,ESH
Huberantha stuhlmannii,2,NA,Huberantha,stuhlmannii,Annonaceae,shrub,broadleaved,evergreen,,0,3,ESH
Loeseneriella crenata,2,NA,Loeseneriella,crenata,Celastraceae,shrub,broadleaved,evergreen,,0,3,ESH
Psorospermum glaberrimum,2,NA,Psorospermum,glaberrimum,Hypericaceae,shrub,broadleaved,evergreen,,0,3,ESH
Salicornia pillansii,2,NA,Salicornia,pillansii,Amaranthaceae,shrub,needleleaved,evergreen,,0,3,ESH
Searsia pterota,2,NA,Searsia,pterota,Anacardiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Vepris louisii,2,NA,Vepris,louisii,Rutaceae,shrub,broadleaved,evergreen,,0,3,ESH
Warneckea membranifolia,2,NA,Warneckea,membranifolia,Melastomataceae,shrub,broadleaved,evergreen,,0,3,ESH
Warneckea sansibarica,2,NA,Warneckea,sansibarica,Melastomataceae,shrub,broadleaved,evergreen,,0,3,ESH
Adenium obesum,1,NA,Adenium,obesum,Apocynaceae,shrub,broadleaved,evergreen,,0,3,ESH
Cascabela thevetia,1,NA,Cascabela,thevetia,Apocynaceae,shrub,broadleaved,evergreen,,0,3,ESH
Cratylia argentea,1,NA,Cratylia,argentea,Fabaceae,shrub,broadleaved,evergreen,,0,3,ESH
Cryptolepis oblongifolia,1,NA,Cryptolepis,oblongifolia,Apocynaceae,shrub,broadleaved,evergreen,,0,3,ESH
Deverra scoparia,1,NA,Deverra,scorparia,Apiaceae,shrub,needleleaved,evergreen,,0,3,ESH
Guilandina volkensii,1,NA,Guilandina,volkensii,Fabaceae,shrub,broadleaved,evergreen,,0,3,ESH
Heliotropium sp,1,NA,Heliotropium,,Boraginaceae,shrub,broadleaved,evergreen,,0,3,ESH
Isoetes eludens,1,NA,Isoetes,eludens,Isoetaceae,shrub,needleleaved,evergreen,,0,3,ESH
Landolphia heudelotii,1,NA,Landolphia,heudelotii,Apocynaceae,shrub,broadleaved,evergreen,,0,3,ESH
Paropsia brazzaeana,1,NA,Paropsia,brazzaeana,Passifloraceae,shrub,broadleaved,evergreen,,0,3,ESH
Pavetta crassipes,1,NA,Pavetta,crassipes,Rubiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Sansevieria ehrenbergii,1,NA,Sansevieria,ehrenbergii,Asparagaceae,shrub,broadleaved,evergreen,,0,3,ESH
Searsia tenuinervis,1,NA,Searsia,tenuinervis,Anacardiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Senegalia laeta,1,NA,Senegalia,laeta,Fabaceae,shrub,broadleaved,evergreen,,0,3,ESH
Tetraena prismatocarpa,1,NA,Tetraena,prismatocarpa,Zygophyllaceae,shrub,broadleaved,evergreen,,0,3,ESH
Trichoscypha lucens,1,NA,Trichoscypha,lucens,Anacardiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Vitex buchananii,1,NA,Vitex,buchananii,Lamiaceae,shrub,broadleaved,evergreen,,0,3,ESH
Abrus precatorius,1,86,Abrus,precatorius,Fabaceae,shrub,broadleaved,deciduous,C3,4,4,DSH
Acaena magellanica,4,686,Acaena,magellanica,Rosaceae,herb,broadleaved,deciduous,C3,3,4,DSH
Acanthospermum hispidum,40,775,Acanthospermum,hispidum,Asteraceae,herb,broadleaved,deciduous,C3,3,4,DSH
Achillea leptophylla,64,65246,Achillea,leptophylla,Asteraceae,herb,broadleaved,deciduous,,2,3,DSH
Adenia lobata,2,65288,Adenia,lobata,Passifloraceae,shrub,broadleaved,deciduous,,0,3,DSH
Adenia volkensii,2,1236,Adenia,volkensii,Passifloraceae,herb,broadleaved,deciduous,,2,3,DSH
Amaranthus hybridus,40,3120,Amaranthus,hybridus,Amaranthaceae,herb,broadleaved,deciduous,C4,4,4,DSH
Argemone mexicana,30,4634,Argemone,mexicana,Papaveraceae,herb,broadleaved,deciduous,C3,3,4,DSH
Bauhinia reticulata,3,7019,Bauhinia,reticulata,Fabaceae,shrub,broadleaved,deciduous,C3,3,4,DSH
Bauhinia rufescens,4,7022,Bauhinia,rufescens,Fabaceae,shrub,broadleaved,deciduous,C3,3,4,DSH
Cadaba glandulosa,2,62405,Cadaba,glandulosa,Capparaceae,shrub,broadleaved,deciduous,C3,2,4,DSH
Calligonum polygonoides,1,9547,Calligonum,polygonoides,Polygonaceae,shrub,broadleaved,deciduous,,1,3,DSH
Canthium glaucum,2,10126,Canthium,glaucum,Rubiaceae,shrub,broadleaved,deciduous,,2,3,DSH
Capparis tomentosa,10,10222,Capparis,tomentosa,Capparaceae,shrub,broadleaved,deciduous,C3,3,4,DSH
Chenopodium album,16,12159,Chenopodium,album,Chenopodiaceae,herb,broadleaved,deciduous,C3,3,4,DSH
Cissus quadrangularis,11,13115,Cissus,quadrangularis,Vitaceae,shrub,broadleaved,deciduous,,1,3,DSH
Clematis simensis,4,13403,Clematis,simensis,Ranunculaceae,shrub,broadleaved,deciduous,C3,2,4,DSH
Combretum aculeatum,8,14001,Combretum,aculeatum,Combretaceae,shrub,broadleaved,deciduous,,1,3,DSH
Combretum bipindense,2,66783,Combretum,bipindense,Combretaceae,shrub,broadleaved,deciduous,,1,3,DSH
Combretum celastroides,1,14014,Combretum,celastroides,Combretaceae,shrub,broadleaved,deciduous,,2,3,DSH
Combretum exalatum,2,14022,Combretum,exalatum,Combretaceae,shrub,broadleaved,deciduous,,2,3,DSH
Combretum micranthum,134,14040,Combretum,micranthum,Combretaceae,shrub,broadleaved,deciduous,C3,4,4,DSH
Combretum nioroense,3,66793,Combretum,nioroense,Combretaceae,shrub,broadleaved,deciduous,,1,3,DSH
Combretum tomentosum,2,66795,Combretum,tomentosum,Combretaceae,shrub,broadleaved,deciduous,,1,3,DSH
Copaifera baumiana,6,14297,Copaifera,baumiana,Fabaceae,shrub,broadleaved,deciduous,C3,4,4,DSH
Cucumis melo,2,15845,Cucumis,melo,Cucurbitaceae,herb,broadleaved,deciduous,C3,3,4,DSH
Dalbergia obovata,6,16793,Dalbergia,obovata,Fabaceae,shrub,broadleaved,deciduous,C3,2,4,DSH
Dichapetalum crassifolium,2,17697,Dichapetalum,crassifolium,Dichapetalaceae,shrub,broadleaved,deciduous,,2,3,DSH
Dioscorea bulbifera,6,18370,Dioscorea,bulbifera,Dioscoreaceae,herb,broadleaved,deciduous,C3,4,4,DSH
Echinops spinosissimus,2,19795,Echinops,spinosissimus,Asteraceae,shrub,broadleaved,deciduous,,2,3,DSH
Entada wahlbergii,1,20666,Entada,wahlbergii,Fabaceae,shrub,broadleaved,deciduous,C3,2,4,DSH
Flabellaria paniculata,2,25081,Flabellaria,paniculata,Malpighiaceae,shrub,broadleaved,deciduous,,0,3,DSH
Flemingia macrophylla,4,25103,Flemingia,macrophylla,Fabaceae,shrub,broadleaved,deciduous,C3,2,4,DSH
Galinsoga parviflora,59,25477,Galinsoga,parviflora,Asteraceae,herb,broadleaved,deciduous,C3,3,4,DSH
Grewia bilubosa,1,58477,Grewia,bilubosa,Tiliaceae,shrub,broadleaved,deciduous,C3,4,4,DSH
Grewia caffra,15,26963,Grewia,caffra,Tiliaceae,shrub,broadleaved,deciduous,C3,3,4,DSH
Grewia hexamita,3,26983,Grewia,hexamita,Tiliaceae,shrub,broadleaved,deciduous,C3,4,4,DSH
Grewia lasiodiscus,2,68253,Grewia,lasiodiscus,Tiliaceae,shrub,broadleaved,deciduous,,0,3,DSH
Grewia tenax,2,27022,Grewia,tenax,Tiliaceae,shrub,broadleaved,deciduous,C3,3,4,DSH
Grewia villosa,12,27030,Grewia,villosa,Tiliaceae,shrub,broadleaved,deciduous,C3,4,4,DSH
Halogeton alopecuroides,294,27752,Halogeton,alopecuroides,Chenopodiaceae,shrub,broadleaved,deciduous,C4/CAM,2,4,DSH
Jasminum grandiflorum,1,31338,Jasminum,grandiflorum,Oleaceae,shrub,broadleaved,deciduous,C3,1,4,DSH
Koelpinia linearis,159,68912,Koelpinia,linearis,Asteraceae,shrub,broadleaved,deciduous,,1,3,DSH
Lablab purpureus,4,32070,Lablab,purpureus,Fabaceae,herb,broadleaved,deciduous,C3,3,4,DSH
Lannea alata,1,32277,Lannea,alata,Anacardiaceae,shrub,broadleaved,deciduous,C3,3,4,DSH
Launaea cornuta,40,32520,Launaea,cornuta,Asteraceae,herb,broadleaved,deciduous,,2,3,DSH
Leipoldtia schultzei,2,32693,Leipoldtia,schultzei,Aizoaceae,shrub,broadleaved,deciduous,CAM,4,4,DSH
Leptadenia pyrotechnica,31,32859,Leptadenia,pyrotechnica,Asclepiadaceae,shrub,broadleaved,deciduous,,2,3,DSH
Loeseneriella africana,15,34002,Loeseneriella,africana,Celastraceae,shrub,broadleaved,deciduous,,1,3,DSH
Lycium schweinfurthii,2,34567,Lycium,schweinfurthii,Solanaceae,shrub,broadleaved,deciduous,C3,3,4,DSH
Maerua endlichii,4,34975,Maerua,endlichii,Capparaceae,shrub,broadleaved,deciduous,C3,3,4,DSH
Malvastrum coromandelianum,27,35278,Malvastrum,coromandelianum,Malvaceae,herb/shrub,broadleaved,deciduous,,2,3,DSH
Mezoneuron benthamianum,1,69625,Mezoneuron,benthamianum,Fabaceae,shrub,broadleaved,deciduous,,1,3,DSH
Nicandra physalodes,12,38185,Nicandra,physalodes,Solanaceae,herb,broadleaved,deciduous,C3,3,4,DSH
Ocimum americanum,63,38487,Ocimum,americanum,Lamiaceae,shrub,broadleaved,deciduous,,2,3,DSH
Ocimum obovatum,41,69953,Ocimum,obovatum,Lamiaceae,shrub,broadleaved,deciduous,,0,3,DSH
Oxalis corniculata,59,39576,Oxalis,corniculata,Oxalidaceae,herb,broadleaved,deciduous,C3,3,4,DSH
Pancovia harmsiana,31,39899,Pancovia,harmsiana,Sapindaceae,shrub,broadleaved,deciduous,,1,3,DSH
Pancovia laurentii,30,39900,Pancovia,laurentii,Sapindaceae,shrub,broadleaved,deciduous,,1,3,DSH
Paullinia pinnata,9,40569,Paullinia,pinnata,Sapindaceae,shrub,broadleaved,deciduous,,1,3,DSH
Pechuel-loeschea leubnitziae,1,40656,Pechuel-loeschea,leubnitziae,Asteraceae,shrub,broadleaved,deciduous,,3,3,DSH
Peganum harmala,3,40719,Peganum,harmala,Zygophyllaceae,herb,broadleaved,deciduous,C3,3,4,DSH
Pericopsis laxiflora,22,41094,Pericopsis,laxiflora,Fabaceae,shrub,broadleaved,deciduous,C3,2,4,DSH
Plantago ovata,65,42551,Plantago,ovata,Plantaginaceae,herb,broadleaved,deciduous,,2,3,DSH
Pterocarpus antunesii,1,44842,Pterocarpus,antunesii,Fabaceae,shrub,broadleaved,deciduous,C3,2,4,DSH
Reichardia tingitana,2,45884,Reichardia,tingitana,Asteraceae,herb,broadleaved,deciduous,C3,3,4,DSH
Rhoicissus tridentata,10,46288,Rhoicissus,tridentata,Vitaceae,shrub,broadleaved,deciduous,,2,3,DSH
